loss,accuracy,val_loss,val_accuracy
1.4396048784255981,0.36167457699775696,1.1834619045257568,0.38620689511299133
1.2059719562530518,0.3970651626586914,1.0966637134552002,0.4954023063182831
1.0883265733718872,0.48856279253959656,0.8657773733139038,0.7241379022598267
0.8594099879264832,0.6134369373321533,0.5725956559181213,0.8413792848587036
0.6933717131614685,0.6973097324371338,0.7725641131401062,0.7126436829566956
0.6440394520759583,0.7265141606330872,0.4959913194179535,0.8356322050094604
0.5242337584495544,0.7929794192314148,0.31001147627830505,0.9149425029754639
0.4418356716632843,0.8197381496429443,0.2880905866622925,0.9103448390960693
0.40094292163848877,0.8354193568229675,0.2858729064464569,0.9137930870056152
0.3647094964981079,0.857574462890625,0.21781884133815765,0.934482753276825
0.35709866881370544,0.8487987518310547,0.2465532124042511,0.9172413945198059
0.3266080617904663,0.8654869794845581,0.2475128471851349,0.9298850297927856
0.3206278085708618,0.8662062883377075,0.2643720209598541,0.9264367818832397
0.3149874210357666,0.8673571944236755,0.2099163681268692,0.9425287246704102
0.2881096601486206,0.8703783750534058,0.20770400762557983,0.9482758641242981
0.2647762596607208,0.8836138844490051,0.2017744928598404,0.9367815852165222
0.24728825688362122,0.891814112663269,0.31835901737213135,0.9149425029754639
0.2431723028421402,0.892821192741394,0.21799108386039734,0.9413793087005615
0.23640640079975128,0.8929650187492371,0.25802865624427795,0.934482753276825
0.23508764803409576,0.8923895955085754,0.21121928095817566,0.9275861978530884
0.21039636433124542,0.902028501033783,0.2463991940021515,0.9356321692466736
0.20886974036693573,0.9037548303604126,0.2318975031375885,0.931034505367279
0.20486995577812195,0.907783031463623,0.2499500960111618,0.9356321692466736
0.21314045786857605,0.9086462259292603,0.27431580424308777,0.9218390583992004
0.204628586769104,0.9142569303512573,0.21753531694412231,0.9356321692466736
